Name,SI,Handles,VM,WS,PM,NPM,Path,Company,CPU,FileVersion,ProductVersion,Description,Product,__NounName,BasePriority,ExitCode,HasExited,ExitTime,Handle,SafeHandle,HandleCount,Id,MachineName,MainWindowHandle,MainWindowTitle,MainModule,MaxWorkingSet,MinWorkingSet,Modules,NonpagedSystemMemorySize,NonpagedSystemMemorySize64,PagedMemorySize,PagedMemorySize64,PagedSystemMemorySize,PagedSystemMemorySize64,PeakPagedMemorySize,PeakPagedMemorySize64,PeakWorkingSet,PeakWorkingSet64,PeakVirtualMemorySize,PeakVirtualMemorySize64,PriorityBoostEnabled,PriorityClass,PrivateMemorySize,PrivateMemorySize64,PrivilegedProcessorTime,ProcessName,ProcessorAffinity,Responding,SessionId,StartInfo,StartTime,SynchronizingObject,Threads,TotalProcessorTime,UserProcessorTime,VirtualMemorySize,VirtualMemorySize64,EnableRaisingEvents,StandardInput,StandardOutput,StandardError,WorkingSet,WorkingSet64,Site,Container
SearchProtocolHost,1,267,2.20343E+12,7860224,1978368,9920,C:\WINDOWS\system32\SearchProtocolHost.exe,Microsoft Corporation,0.078125,7.0.18362.1 (WinBuild.160101.0800),7.0.18362.1,Microsoft Windows Search Protocol Host,Windows? Search,Process,4,,FALSE,,3660,Microsoft.Win32.SafeHandles.SafeProcessHandle,267,476,.,0,,System.Diagnostics.ProcessModule (SearchProtocolHost.exe),33554432,204800,System.Diagnostics.ProcessModuleCollection,9920,9920,1978368,1978368,145792,145792,2084864,2084864,7897088,7897088,108072960,2.20343E+12,TRUE,Idle,1978368,1978368,00:00.0,SearchProtocolHost,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 16:40,,System.Diagnostics.ProcessThreadCollection,00:00.1,00:00.0,107024384,2.20343E+12,FALSE,,,,7860224,7860224,,
SearchUI,1,1199,2.23867E+12,68038656,72433664,73336,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe,Microsoft Corporation,3.25,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Search and Cortana application,Microsoft? Windows? Operating System,Process,8,,FALSE,,2736,Microsoft.Win32.SafeHandles.SafeProcessHandle,1199,7188,.,0,,System.Diagnostics.ProcessModule (SearchUI.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,73336,73336,72433664,72433664,959376,959376,80187392,80187392,147603456,147603456,1040838656,2.23872E+12,TRUE,Normal,72433664,72433664,00:01.1,SearchUI,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:03.3,00:02.1,990564352,2.23867E+12,FALSE,,,,68038656,68038656,,
SecurityHealthService,0,389,2.20343E+12,12480512,4321280,15424,,,,,,,,Process,8,,,,,,389,9356,.,0,,,,,,15424,15424,4321280,4321280,155296,155296,4669440,4669440,16621568,16621568,115978240,2.20343E+12,,,4321280,4321280,,SecurityHealthService,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,107954176,2.20343E+12,FALSE,,,,12480512,12480512,,
SecurityHealthSystray,1,152,2.20343E+12,6586368,1855488,9512,C:\Windows\System32\SecurityHealthSystray.exe,Microsoft Corporation,0.078125,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Windows Security notification icon,Microsoft? Windows? Operating System,Process,8,,FALSE,,3672,Microsoft.Win32.SafeHandles.SafeProcessHandle,152,9320,.,0,,System.Diagnostics.ProcessModule (SecurityHealthSystray.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,9512,9512,1855488,1855488,148128,148128,1994752,1994752,8916992,8916992,112390144,2.20343E+12,TRUE,Normal,1855488,1855488,00:00.0,SecurityHealthSystray,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.1,00:00.0,109236224,2.20343E+12,FALSE,,,,6586368,6586368,,
services,0,791,2.20339E+12,8245248,5750784,11792,,,,,,,,Process,9,,,,,,791,876,.,0,,,,,,11792,11792,5750784,5750784,169576,169576,7266304,7266304,10760192,10760192,88858624,2.20341E+12,,,5750784,5750784,,services,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,68087808,2.20339E+12,FALSE,,,,8245248,8245248,,
SettingSyncHost,1,449,2.20349E+12,9531392,6914048,21456,C:\WINDOWS\system32\SettingSyncHost.exe,Microsoft Corporation,4,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Host Process for Setting Synchronization,Microsoft? Windows? Operating System,Process,6,,FALSE,,3392,Microsoft.Win32.SafeHandles.SafeProcessHandle,449,8172,.,0,,System.Diagnostics.ProcessModule (SettingSyncHost.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,21456,21456,6914048,6914048,263904,263904,30109696,30109696,33218560,33218560,271843328,2.20359E+12,TRUE,BelowNormal,6914048,6914048,00:02.1,SettingSyncHost,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,0:00:04,00:01.9,172367872,2.20349E+12,FALSE,,,,9531392,9531392,,
SgrmBroker,0,89,2.20338E+12,5328896,3411968,6720,,,,,,,,Process,8,,,,,,89,5664,.,0,,,,,,6720,6720,3411968,3411968,34048,34048,4173824,4173824,7127040,7127040,60620800,2.20338E+12,,,3411968,3411968,,SgrmBroker,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,59047936,2.20338E+12,FALSE,,,,5328896,5328896,,
ShellExperienceHost,1,617,2.2038E+12,43003904,18771968,29960,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe,Microsoft Corporation,2.4375,10.0.18362.145 (WinBuild.160101.0800),10.0.18362.145,Windows Shell Experience Host,Microsoft? Windows? Operating System,Process,8,,FALSE,,2052,Microsoft.Win32.SafeHandles.SafeProcessHandle,617,6932,.,0,,System.Diagnostics.ProcessModule (ShellExperienceHost.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,29960,29960,18771968,18771968,607376,607376,32493568,32493568,75825152,75825152,530857984,2.20385E+12,TRUE,Normal,18771968,18771968,00:00.8,ShellExperienceHost,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:02.4,00:01.7,482893824,2.2038E+12,FALSE,,,,43003904,43003904,,
sihost,1,927,2.20351E+12,36798464,11927552,24048,C:\WINDOWS\system32\sihost.exe,Microsoft Corporation,9.265625,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Shell Infrastructure Host,Microsoft? Windows? Operating System,Process,8,,FALSE,,3464,Microsoft.Win32.SafeHandles.SafeProcessHandle,927,4404,.,0,,System.Diagnostics.ProcessModule (sihost.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,24048,24048,11927552,11927552,307680,307680,12587008,12587008,38219776,38219776,201719808,2.20352E+12,TRUE,Normal,11927552,11927552,00:04.1,sihost,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:09.3,00:05.2,193601536,2.20351E+12,FALSE,,,,36798464,36798464,,
SkypeApp,1,1051,40087482368,38879232,203538432,95664,C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.46.60.0_x64__kzf8qxf38zg5c\SkypeApp.exe,Microsoft Corporation,13.234375,8.46.0.60,8.46.0.60,SkypeApp,Microsoft Skype,Process,8,,FALSE,,1048,Microsoft.Win32.SafeHandles.SafeProcessHandle,1051,10224,.,0,,System.Diagnostics.ProcessModule (SkypeApp.exe),250408960,249200640,System.Diagnostics.ProcessModuleCollection,95664,95664,203538432,203538432,816800,816800,210866176,210866176,249180160,249180160,1510391808,40165097472,TRUE,Normal,203538432,203538432,00:04.0,SkypeApp,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:13.2,00:09.3,1432776704,40087482368,FALSE,,,,38879232,38879232,,
SkypeBackgroundHost,1,150,2.20342E+12,2269184,2183168,8152,C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.46.60.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe,Microsoft Corporation,0.109375,8.46.0.60,8.46.0.60,Microsoft Skype,Microsoft? Skype,Process,8,,FALSE,,2128,Microsoft.Win32.SafeHandles.SafeProcessHandle,150,6224,.,0,,System.Diagnostics.ProcessModule (SkypeBackgroundHost.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,8152,8152,2183168,2183168,127624,127624,2277376,2277376,12419072,12419072,108658688,2.20343E+12,TRUE,Normal,2183168,2183168,00:00.0,SkypeBackgroundHost,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.1,00:00.1,102391808,2.20342E+12,FALSE,,,,2269184,2269184,,
SkypeBridge,1,661,5077217280,45121536,45047808,30728,C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.46.60.0_x64__kzf8qxf38zg5c\SkypeBridge\SkypeBridge.exe,Microsoft Corporation,11.59375,8.46.0.60,8.46.0.60,SkypeBridge,Microsoft Skype,Process,8,,FALSE,,3136,Microsoft.Win32.SafeHandles.SafeProcessHandle,661,11000,.,0,,System.Diagnostics.ProcessModule (SkypeBridge.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,30728,30728,45047808,45047808,536040,536040,50319360,50319360,58085376,58085376,839675904,5134643200,TRUE,Normal,45047808,45047808,00:07.9,SkypeBridge,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:11.6,00:03.7,782249984,5077217280,FALSE,,,,45121536,45121536,,
smartscreen,1,461,2.2384E+12,29704192,17010688,30544,C:\Windows\System32\smartscreen.exe,Microsoft Corporation,0.34375,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Windows Defender SmartScreen,Microsoft? Windows? Operating System,Process,8,,FALSE,,3824,Microsoft.Win32.SafeHandles.SafeProcessHandle,461,10236,.,0,,System.Diagnostics.ProcessModule (smartscreen.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,30544,30544,17010688,17010688,234800,234800,18362368,18362368,30158848,30158848,720211968,2.2384E+12,TRUE,Normal,17010688,17010688,00:00.2,smartscreen,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 16:40,,System.Diagnostics.ProcessThreadCollection,00:00.3,00:00.2,717574144,2.2384E+12,FALSE,,,,29704192,29704192,,
smss,0,53,2.20336E+12,847872,1175552,3224,,,,,,,,Process,11,,,,,,53,628,.,0,,,,,,3224,3224,1175552,1175552,13136,13136,1306624,1306624,1306624,1306624,49856512,2.20337E+12,,,1175552,1175552,,smss,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,41492480,2.20336E+12,FALSE,,,,847872,847872,,
spoolsv,0,439,2.20342E+12,9744384,6086656,21680,,,,,,,,Process,8,,,,,,439,3212,.,0,,,,,,21680,21680,6086656,6086656,145648,145648,6897664,6897664,15876096,15876096,109576192,2.20343E+12,,,6086656,6086656,,spoolsv,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,106692608,2.20342E+12,FALSE,,,,9744384,9744384,,
StartMenuExperienceHost,1,751,2.20384E+12,62701568,32075776,33632,C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe,,3.875,,,,,Process,8,,FALSE,,2740,Microsoft.Win32.SafeHandles.SafeProcessHandle,751,6544,.,0,,System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,33632,33632,32075776,32075776,810728,810728,41435136,41435136,91164672,91164672,580513792,2.2039E+12,TRUE,Normal,32075776,32075776,00:01.1,StartMenuExperienceHost,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:03.9,00:02.8,525217792,2.20384E+12,FALSE,,,,62701568,62701568,,
SurfaceColorService,0,135,4370718720,6103040,3579904,8080,,,,,,,,Process,8,,,,,,135,4264,.,0,,,,,,8080,8080,3579904,3579904,82280,82280,6164480,6164480,11493376,11493376,89817088,4384784384,,,3579904,3579904,,SurfaceColorService,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,75751424,4370718720,FALSE,,,,6103040,6103040,,
SurfaceColorTracker,1,186,4395958272,503808,1957888,9304,C:\WINDOWS\System32\SurfaceColorTracker.exe,Microsoft Corporation,0.109375,3.104.139.0,3.104.139.0,Surface Color Profile Tracker,Surface,Process,8,,FALSE,,1064,Microsoft.Win32.SafeHandles.SafeProcessHandle,186,5644,.,0,,System.Diagnostics.ProcessModule (SurfaceColorTracker.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,9304,9304,1957888,1957888,134072,134072,2301952,2301952,8413184,8413184,108085248,4403052544,TRUE,Normal,1957888,1957888,00:00.1,SurfaceColorTracker,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.1,00:00.0,100990976,4395958272,FALSE,,,,503808,503808,,
SurfaceService,0,196,4378066944,6270976,1998848,19360,,,,,,,,Process,8,,,,,,196,4272,.,0,,,,,,19360,19360,1998848,1998848,95432,95432,2220032,2220032,8499200,8499200,90439680,4385406976,,,1998848,1998848,,SurfaceService,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,83099648,4378066944,FALSE,,,,6270976,6270976,,
svchost,0,86,2.20338E+12,2981888,987136,5160,,,,,,,,Process,8,,,,,,86,672,.,0,,,,,,5160,5160,987136,987136,39912,39912,1146880,1146880,4124672,4124672,60624896,2.20338E+12,,,987136,987136,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,59052032,2.20338E+12,FALSE,,,,2981888,2981888,,
svchost,0,1729,2.20348E+12,29499392,16429056,27528,,,,,,,,Process,8,,,,,,1729,696,.,0,,,,,,27528,27528,16429056,16429056,938752,938752,16846848,16846848,35672064,35672064,176459776,2.20349E+12,,,16429056,16429056,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,161931264,2.20348E+12,FALSE,,,,29499392,29499392,,
svchost,1,468,2.20361E+12,14163968,5435392,25248,C:\WINDOWS\system32\svchost.exe,Microsoft Corporation,1.015625,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Host Process for Windows Services,Microsoft? Windows? Operating System,Process,8,,FALSE,,2116,Microsoft.Win32.SafeHandles.SafeProcessHandle,468,720,.,0,,System.Diagnostics.ProcessModule (svchost.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,25248,25248,5435392,5435392,199576,199576,8560640,8560640,22511616,22511616,301723648,2.20362E+12,TRUE,Normal,5435392,5435392,00:00.3,svchost,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:25,,System.Diagnostics.ProcessThreadCollection,00:01.0,00:00.7,289415168,2.20361E+12,FALSE,,,,14163968,14163968,,
svchost,0,243,2.20342E+12,6623232,5169152,11624,,,,,,,,Process,8,,,,,,243,924,.,0,,,,,,11624,11624,5169152,5169152,89712,89712,5582848,5582848,10481664,10481664,111964160,2.20343E+12,,,5169152,5169152,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,102211584,2.20342E+12,FALSE,,,,6623232,6623232,,
svchost,0,1503,2.20343E+12,15147008,9183232,20824,,,,,,,,Process,8,,,,,,1503,1096,.,0,,,,,,20824,20824,9183232,9183232,200128,200128,9596928,9596928,17448960,17448960,122048512,2.20344E+12,,,9183232,9183232,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,112209920,2.20343E+12,FALSE,,,,15147008,15147008,,
svchost,0,175,2.2034E+12,5824512,1859584,9104,,,,,,,,Process,8,,,,,,175,1120,.,0,,,,,,9104,9104,1859584,1859584,76000,76000,2113536,2113536,8155136,8155136,79872000,2.2034E+12,,,1859584,1859584,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,76951552,2.2034E+12,FALSE,,,,5824512,5824512,,
svchost,0,270,2.2034E+12,6725632,2465792,10016,,,,,,,,Process,8,,,,,,270,1156,.,0,,,,,,10016,10016,2465792,2465792,120368,120368,2846720,2846720,8581120,8581120,86450176,2.2034E+12,,,2465792,2465792,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,78786560,2.2034E+12,FALSE,,,,6725632,6725632,,
svchost,0,516,2.20345E+12,15015936,6569984,22792,,,,,,,,Process,8,,,,,,516,1224,.,0,,,,,,22792,22792,6569984,6569984,173312,173312,7991296,7991296,21258240,21258240,133804032,2.20345E+12,,,6569984,6569984,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,129675264,2.20345E+12,FALSE,,,,15015936,15015936,,
svchost,0,174,2.2034E+12,5824512,2097152,10664,,,,,,,,Process,8,,,,,,174,1328,.,0,,,,,,10664,10664,2097152,2097152,83784,83784,2637824,2637824,9715712,9715712,87449600,2.20341E+12,,,2097152,2097152,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,81682432,2.2034E+12,FALSE,,,,5824512,5824512,,
svchost,0,181,2.20339E+12,5959680,2023424,13600,,,,,,,,Process,8,,,,,,181,1372,.,0,,,,,,13600,13600,2023424,2023424,77352,77352,2396160,2396160,8265728,8265728,80863232,2.2034E+12,,,2023424,2023424,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,76668928,2.20339E+12,FALSE,,,,5959680,5959680,,
svchost,0,151,2.20339E+12,6160384,5427200,30504,,,,,,,,Process,8,,,,,,151,1380,.,0,,,,,,30504,30504,5427200,5427200,59680,59680,5427200,5427200,9400320,9400320,76820480,2.2034E+12,,,5427200,5427200,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,74723328,2.20339E+12,FALSE,,,,6160384,6160384,,
svchost,0,280,2.20341E+12,9150464,3145728,19184,,,,,,,,Process,8,,,,,,280,1404,.,0,,,,,,19184,19184,3145728,3145728,109048,109048,3362816,3362816,12349440,12349440,95363072,2.20341E+12,,,3145728,3145728,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,94441472,2.20341E+12,FALSE,,,,9150464,9150464,,
svchost,0,162,2.2034E+12,8179712,1892352,9488,,,,,,,,Process,8,,,,,,162,1416,.,0,,,,,,9488,9488,1892352,1892352,83992,83992,2060288,2060288,11247616,11247616,86851584,2.20341E+12,,,1892352,1892352,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,83181568,2.2034E+12,FALSE,,,,8179712,8179712,,
svchost,0,187,2.2034E+12,7200768,2334720,11424,,,,,,,,Process,8,,,,,,187,1440,.,0,,,,,,11424,11424,2334720,2334720,92056,92056,2666496,2666496,10702848,10702848,85319680,2.2034E+12,,,2334720,2334720,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,82698240,2.2034E+12,FALSE,,,,7200768,7200768,,
svchost,0,193,2.2034E+12,4935680,1671168,7064,,,,,,,,Process,8,,,,,,193,1516,.,0,,,,,,7064,7064,1671168,1671168,60728,60728,1671168,1671168,6086656,6086656,79699968,2.2034E+12,,,1671168,1671168,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,78127104,2.2034E+12,FALSE,,,,4935680,4935680,,
svchost,0,254,2.20341E+12,8560640,2670592,13328,,,,,,,,Process,8,,,,,,254,1604,.,0,,,,,,13328,13328,2670592,2670592,106056,106056,3162112,3162112,11198464,11198464,92246016,2.20341E+12,,,2670592,2670592,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,87003136,2.20341E+12,FALSE,,,,8560640,8560640,,
svchost,0,160,2.20341E+12,9904128,2359296,9784,,,,,,,,Process,8,,,,,,160,1632,.,0,,,,,,9784,9784,2359296,2359296,126296,126296,2633728,2633728,12611584,12611584,90226688,2.20341E+12,,,2359296,2359296,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,87080960,2.20341E+12,FALSE,,,,9904128,9904128,,
svchost,0,376,2.2034E+12,7639040,2801664,14832,,,,,,,,Process,8,,,,,,376,1644,.,0,,,,,,14832,14832,2801664,2801664,104016,104016,3641344,3641344,10608640,10608640,93741056,2.20341E+12,,,2801664,2801664,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,85336064,2.2034E+12,FALSE,,,,7639040,7639040,,
svchost,0,410,2.20343E+12,14020608,6721536,18264,,,,,,,,Process,8,,,,,,410,1652,.,0,,,,,,18264,18264,6721536,6721536,274232,274232,7278592,7278592,16162816,16162816,120471552,2.20344E+12,,,6721536,6721536,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,110718976,2.20343E+12,FALSE,,,,14020608,14020608,,
svchost,0,207,2.20341E+12,9846784,2387968,14152,,,,,,,,Process,8,,,,,,207,1744,.,0,,,,,,14152,14152,2387968,2387968,105504,105504,2957312,2957312,13361152,13361152,97570816,2.20342E+12,,,2387968,2387968,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,88657920,2.20341E+12,FALSE,,,,9846784,9846784,,
svchost,0,222,2.20343E+12,8425472,2715648,12776,,,,,,,,Process,8,,,,,,222,1768,.,0,,,,,,12776,12776,2715648,2715648,140728,140728,3989504,3989504,11415552,11415552,115163136,2.20343E+12,,,2715648,2715648,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,109207552,2.20343E+12,FALSE,,,,8425472,8425472,,
svchost,0,179,2.2034E+12,7036928,1888256,9032,,,,,,,,Process,8,,,,,,179,1776,.,0,,,,,,9032,9032,1888256,1888256,73840,73840,2019328,2019328,7069696,7069696,80195584,2.2034E+12,,,1888256,1888256,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,77361152,2.2034E+12,FALSE,,,,7036928,7036928,,
svchost,0,125,2.20339E+12,5165056,1540096,8152,,,,,,,,Process,8,,,,,,125,1848,.,0,,,,,,8152,8152,1540096,1540096,66880,66880,1794048,1794048,7368704,7368704,75952128,2.20339E+12,,,1540096,1540096,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,71757824,2.20339E+12,FALSE,,,,5165056,5165056,,
svchost,0,139,2.2034E+12,4632576,1789952,10112,,,,,,,,Process,8,,,,,,139,1892,.,0,,,,,,10112,10112,1789952,1789952,75424,75424,1966080,1966080,6303744,6303744,80936960,2.2034E+12,,,1789952,1789952,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,78839808,2.2034E+12,FALSE,,,,4632576,4632576,,
svchost,0,176,2.2034E+12,6336512,2011136,9160,,,,,,,,Process,8,,,,,,176,1908,.,0,,,,,,9160,9160,2011136,2011136,77040,77040,2457600,2457600,8159232,8159232,85872640,2.2034E+12,,,2011136,2011136,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,79572992,2.2034E+12,FALSE,,,,6336512,6336512,,
svchost,0,279,2.20341E+12,10153984,3203072,11552,,,,,,,,Process,8,,,,,,279,2000,.,0,,,,,,11552,11552,3203072,3203072,92984,92984,3366912,3366912,10186752,10186752,89890816,2.20341E+12,,,3203072,3203072,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,87777280,2.20341E+12,FALSE,,,,10153984,10153984,,
svchost,0,180,2.2034E+12,7319552,2023424,11904,,,,,,,,Process,8,,,,,,180,2104,.,0,,,,,,11904,11904,2023424,2023424,82792,82792,2592768,2592768,8814592,8814592,88248320,2.20341E+12,,,2023424,2023424,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,79650816,2.2034E+12,FALSE,,,,7319552,7319552,,
svchost,0,223,2.20342E+12,8151040,2519040,12368,,,,,,,,Process,8,,,,,,223,2148,.,0,,,,,,12368,12368,2519040,2519040,117704,117704,2826240,2826240,11702272,11702272,101810176,2.20342E+12,,,2519040,2519040,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,98140160,2.20342E+12,FALSE,,,,8151040,8151040,,
svchost,0,225,2.20341E+12,9678848,2961408,12232,,,,,,,,Process,8,,,,,,225,2156,.,0,,,,,,12232,12232,2961408,2961408,115304,115304,3284992,3284992,11546624,11546624,107016192,2.20343E+12,,,2961408,2961408,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,94732288,2.20341E+12,FALSE,,,,9678848,9678848,,
svchost,0,162,2.2034E+12,6049792,1814528,9832,,,,,,,,Process,8,,,,,,162,2160,.,0,,,,,,9832,9832,1814528,1814528,82216,82216,2121728,2121728,8245248,8245248,82927616,2.2034E+12,,,1814528,1814528,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,78733312,2.2034E+12,FALSE,,,,6049792,6049792,,
svchost,0,230,2.20339E+12,6475776,2498560,10352,,,,,,,,Process,8,,,,,,230,2168,.,0,,,,,,10352,10352,2498560,2498560,82200,82200,3006464,3006464,8224768,8224768,81326080,2.2034E+12,,,2498560,2498560,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,76083200,2.20339E+12,FALSE,,,,6475776,6475776,,
svchost,0,418,2.20343E+12,13225984,14417920,14216,,,,,,,,Process,8,,,,,,418,2304,.,0,,,,,,14216,14216,14417920,14417920,88976,88976,18001920,18001920,21438464,21438464,119312384,2.20344E+12,,,14417920,14417920,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,111468544,2.20343E+12,FALSE,,,,13225984,13225984,,
svchost,0,224,2.20342E+12,14741504,2985984,13048,,,,,,,,Process,8,,,,,,224,2372,.,0,,,,,,13048,13048,2985984,2985984,141480,141480,3891200,3891200,16654336,16654336,114356224,2.20343E+12,,,2985984,2985984,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,106127360,2.20342E+12,FALSE,,,,14741504,14741504,,
